"ano","id_municipio","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
1998,"2108801","Pirapemas","MA","Sociedade de economia mista com administracao publica",NA,NA,12468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2200608","Angical do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,5065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"2203909","Floriano","PI","Sociedade de economia mista com administracao publica",45049,NA,46684,NA,1624,NA,NA,NA,NA,NA,2435883,NA,2419736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"2207801","Paulistana","PI","Sociedade de economia mista com administracao publica",4405,NA,9069,781,321,NA,NA,NA,NA,440750,440750,NA,399611,41881,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"2209559","São Braz do Piauí","PI","Sociedade de economia mista com administracao publica",NA,NA,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,"2901957","Apuarema","BA","Sociedade de economia mista com administracao publica",4892,NA,5303,219.91,196.4,406.7,NA,NA,NA,710704.4,710704.4,NA,626914.17,108602.48,0,0,0,NA,NA,NA,0,0,0
2018,"2902005","Aracatu","BA","Sociedade de economia mista com administracao publica",6157,NA,3791,298.22,234.1,800,NA,NA,NA,1179240.41,1179240.41,NA,1207143.22,202671.22,1002029.81,0,1002029.81,NA,NA,NA,0,0,0
2019,"2903276","Barrocas","BA","Sociedade de economia mista com administracao publica",15327,NA,6412,1207.82,494.15,2726.01,NA,NA,NA,2092599.74,2092599.74,NA,2197021.35,618544.79,0,0,0,NA,NA,NA,NA,NA,NA
2018,"2903706","Boa Nova","BA","Sociedade de economia mista com administracao publica",8862,NA,4878,379.8,317.55,900,NA,NA,NA,1473536.56,1473536.56,NA,1514926.48,254264.12,1213180.64,0,1467281.01,NA,NA,NA,0,0,0
2018,"2905156","Caetanos","BA","Sociedade de economia mista com administracao publica",3958,NA,3746,157.19,120.84,365,NA,NA,NA,550237.87,550237.87,NA,602861.31,156368.03,0,0,0,NA,NA,NA,0,0,0
2020,"2906402","Candeal","BA","Sociedade de economia mista com administracao publica",5178,NA,3197,297.97,220.7,630.99,NA,NA,NA,955408.54,955408.54,NA,836681.38,172222.45,63988.55,0,88188.32,NA,NA,NA,NA,NA,NA
2020,"2909208","Coronel João Sá","BA","Sociedade de economia mista com administracao publica",7945,NA,6486,439.73,376.25,636.26,NA,NA,NA,1786622.24,1786622.24,NA,1896795.94,220369.11,85624.24,0,113296.13,NA,NA,NA,NA,NA,NA
2019,"2910750","Fátima","BA","Sociedade de economia mista com administracao publica",17711,NA,7009,1116.83,590.89,1038.62,NA,NA,NA,2850588.52,2850588.52,NA,2805387.19,725490.78,0,0,0,NA,NA,NA,NA,NA,NA
2019,"2910859","Filadélfia","BA","Sociedade de economia mista com administracao publica",13018,NA,8826,1970.87,509.53,2614.66,NA,NA,NA,2469939.46,2469939.46,NA,2368663.83,538254.39,0,0,0,NA,NA,NA,NA,NA,NA
2018,"2911808","Guaratinga","BA","Sociedade de economia mista com administracao publica",9857,NA,9873,381.48,388.91,195,NA,NA,NA,1891917.49,1891917.49,NA,2008654.39,62013.59,0,0,0,NA,NA,NA,0,0,0
2020,"2912608","Ibiquera","BA","Sociedade de economia mista com administracao publica",2243,NA,2046,101.33,113.28,339.79,NA,NA,NA,583276.68,583276.68,NA,640468.52,151284.9,21917.22,0,30855.17,NA,NA,NA,NA,NA,NA
2019,"2912806","Ibirapuã","BA","Sociedade de economia mista com administracao publica",6019,NA,4920,264.73,249.6,277.1,NA,NA,NA,1321801.78,1321801.78,NA,1336422.36,101339.85,0,0,0,NA,NA,NA,NA,NA,NA
2018,"2917201","Ituaçu","BA","Sociedade de economia mista com administracao publica",8389,NA,6845,393.93,309.98,22,NA,NA,NA,1585409.92,1585409.92,NA,1564368.92,10653.77,0,0,0,NA,NA,NA,0,0,0
2018,"2922607","Nilo Peçanha","BA","Sociedade de economia mista com administracao publica",3536,NA,3448,157.8,142.14,15,NA,NA,NA,730671.57,730671.57,NA,877506.41,7142.86,0,0,0,NA,NA,NA,0,0,0
2017,"2922706","Nova Canaã","BA","Sociedade de economia mista com administracao publica",7306,NA,7027,350.78,313.47,165.92,NA,NA,NA,1174557.54,1174557.54,NA,1108144.98,43894.15,0,0,0,NA,NA,NA,0,0,0
2017,"2923050","Novo Triunfo","BA","Sociedade de economia mista com administracao publica",7266,NA,7995,227.25,226.74,352.03,NA,NA,NA,708471.7,708471.7,NA,669106.25,85896.58,0,0,0,NA,NA,NA,0,0,0
2018,"2923308","Ouriçangas","BA","Sociedade de economia mista com administracao publica",5855,NA,2848,341.87,203.17,330,NA,NA,NA,925895.88,925895.88,NA,974547.66,100814.28,0,0,0,NA,NA,NA,0,0,0
2019,"2923902","Pau Brasil","BA","Sociedade de economia mista com administracao publica",7818,NA,6687,354.93,288.37,21.24,NA,NA,NA,1470649.5,1470649.5,NA,1453467.58,10072.98,27596.66,0,27596.66,NA,NA,NA,NA,NA,NA
2020,"2925501","Prado","BA","Sociedade de economia mista com administracao publica",18508,NA,15792,1180.3,941.37,2298.34,NA,NA,NA,5496766.45,5496766.45,NA,5361554.84,539361.33,145970.19,0,207553.42,NA,NA,NA,NA,NA,NA
2017,"2928307","Santanópolis","BA","Sociedade de economia mista com administracao publica",4401,NA,1777,324.63,207.98,543.1,NA,NA,NA,644876.95,644876.95,NA,648510.03,248391.31,0,0,0,NA,NA,NA,0,0,0
2017,"2928505","Santa Teresinha","BA","Sociedade de economia mista com administracao publica",8741,NA,2584,420.42,363.76,845.27,NA,NA,NA,1321937.54,1321937.54,NA,1559925.23,72067.49,130346.64,0,149674.98,NA,NA,NA,0,0,0
2018,"2933174","Varzedo","BA","Sociedade de economia mista com administracao publica",3769,NA,3285,201.79,151.8,76,NA,NA,NA,587167.64,587167.64,NA,581438.52,80300.53,0,0,0,NA,NA,NA,0,0,0
2021,"2102002","Bom Jardim","MA","Sociedade de economia mista com administracao publica",12871,NA,17629,1611.62,424.99,1198.87,NA,NA,NA,1277837.68,1277837.68,NA,691314.37,734890.04,12469.3,0,24166.86,NA,NA,NA,NA,NA,NA
2021,"2103208","Chapadinha","MA","Sociedade de economia mista com administracao publica",41245,NA,58185,4732.7,1458.36,3045.08,NA,NA,NA,5283615.8,5283615.8,NA,4330997.13,1639930.14,207001.25,0,241352.44,NA,NA,NA,NA,NA,NA
2008,"2900603","Aiquara","BA","Sociedade de economia mista com administracao publica",3046,NA,2918,95.18,123.39,67.46,NA,NA,NA,197812.19,197812.19,NA,206405.88,15999.98,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2901700","Antônio Cardoso","BA","Sociedade de economia mista com administracao publica",4908,NA,3224,154.58,194.33,338.09,NA,NA,NA,356070,356070,NA,379550,109292,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"2906105","Canápolis","BA","Sociedade de economia mista com administracao publica",5506,NA,3225,336.01,233.32,206.63,NA,NA,NA,392124,392124,NA,399195,60247,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2908200","Conceição da Feira","BA","Sociedade de economia mista com administracao publica",16554,NA,12616,1125.25,706.2,NA,NA,NA,NA,1096353.33,1096353.33,NA,1076100.82,166660.94,0,0,0,NA,NA,NA,NA,NA,NA
2008,"2910750","Fátima","BA","Sociedade de economia mista com administracao publica",10901,NA,7022,489.15,451.86,1961.43,NA,NA,NA,532215.6,532215.6,NA,492632.19,93535.35,0,0,0,NA,NA,NA,NA,NA,NA
2008,"2911501","Gongogi","BA","Sociedade de economia mista com administracao publica",4266,NA,4588,182.01,187.55,95.77,NA,NA,NA,278275.28,278275.28,NA,264831.24,27432,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2913804","Ipecaetá","BA","Sociedade de economia mista com administracao publica",7622,NA,2637,386.15,320.72,70.05,NA,NA,NA,589469,589469,NA,560578,156811,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2915106","Itagi","BA","Sociedade de economia mista com administracao publica",11060,NA,10382,421.68,411.34,56.91,NA,NA,NA,585489.29,585489.29,NA,607075.34,25854.32,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2918704","Lafaiete Coutinho","BA","Sociedade de economia mista com administracao publica",2468,NA,2085,89.2,127.43,243.28,NA,NA,NA,217436,217436,NA,225076,143071,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"2919553","Luís Eduardo Magalhães","BA","Sociedade de economia mista com administracao publica",60105,NA,54881,3436.14,3136.6,1420.24,NA,NA,NA,6914817,6914817,NA,7663397,382259,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2921500","Monte Santo","BA","Sociedade de economia mista com administracao publica",11978,NA,8427,697.51,413.93,0.39,NA,NA,NA,912463.64,912463.64,NA,491592.1,387355.22,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2922755","Nova Ibiá","BA","Sociedade de economia mista com administracao publica",2878,NA,2791,110.01,128.13,16.66,NA,NA,NA,268456,268456,NA,253245,10867,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2922805","Nova Itarana","BA","Sociedade de economia mista com administracao publica",3168,NA,2774,152.2,129.31,514.28,NA,NA,NA,176771.67,176771.67,NA,196611.85,96441.05,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2924504","Pindaí","BA","Sociedade de economia mista com administracao publica",3755,NA,4319,183.3,171.25,23.84,NA,NA,NA,292616,292616,NA,309707,34956,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"2925808","Queimadas","BA","Sociedade de economia mista com administracao publica",17659,NA,12492,692.05,738.74,1785.04,NA,NA,NA,1482482,1482482,NA,1541792,328176,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2929701","Sátiro Dias","BA","Sociedade de economia mista com administracao publica",7217,NA,4059,324.96,307.58,232.85,NA,NA,NA,454126.15,454126.15,NA,520713.56,78018.9,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2932408","Uibaí","BA","Sociedade de economia mista com administracao publica",13634,NA,8316,649.23,630.75,0,NA,NA,NA,1098091,1098091,NA,1123769,290150,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"2933109","Várzea do Poço","BA","Sociedade de economia mista com administracao publica",7408,NA,5810,300.51,320.94,0.37,NA,NA,NA,384812.83,384812.83,NA,436178.57,74379.02,0,0,0,NA,NA,NA,NA,NA,NA
2007,"2100055","Açailândia","MA","Sociedade de economia mista com administracao publica",50130,NA,73386,4550,1721,1260,NA,NA,NA,2065360.4,2065360.4,NA,2281655.76,629526,0,0,15950,NA,NA,NA,NA,NA,NA
2007,"2101509","Barão de Grajaú","MA","Sociedade de economia mista com administracao publica",13982,NA,8695,1139,328,644,NA,NA,NA,317983.59,317983.59,NA,349937.08,238927,0,0,15767,NA,NA,NA,NA,NA,NA
2007,"2102002","Bom Jardim","MA","Sociedade de economia mista com administracao publica",14040,NA,14706,1084,309,650,NA,NA,NA,297636.08,297636.08,NA,315378.08,261842,0,0,0,NA,NA,NA,NA,NA,NA
2009,"2102200","Buriti","MA","Sociedade de economia mista com administracao publica",4486,NA,8390,400,165.49,701.58,NA,NA,NA,212168.18,212168.18,NA,177858.05,266112.4,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2103752","Davinópolis","MA","Sociedade de economia mista com administracao publica",7392,NA,10487,1336.32,325.21,739.31,NA,NA,NA,402909.69,402909.69,NA,371382.61,100525,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2104008","Esperantinópolis","MA","Sociedade de economia mista com administracao publica",9740,NA,10035,1283.98,387.57,595.28,NA,NA,NA,530049.29,530049.29,NA,509903.05,100840.67,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2104503","Governador Archer","MA","Sociedade de economia mista com administracao publica",4701,NA,6630,287.82,200.49,299.91,NA,NA,NA,195053.24,195053.24,NA,210629.68,225504.11,0,0,0,NA,NA,NA,NA,NA,NA
2007,"2105203","Igarapé Grande","MA","Sociedade de economia mista com administracao publica",4055,NA,6006,340,NA,380,NA,NA,NA,NA,NA,NA,7537.48,163090,0,0,0,NA,NA,NA,NA,NA,NA
2007,"2107100","Morros","MA","Sociedade de economia mista com administracao publica",6174,NA,5303,1152,126,422,NA,NA,NA,147269.35,147269.35,NA,121058.88,144502,0,0,0,NA,NA,NA,NA,NA,NA
2009,"2109502","Riachão","MA","Sociedade de economia mista com administracao publica",12436,NA,10268,1050,450.25,228.78,NA,NA,NA,469423.08,469423.08,NA,576907.82,86777.09,0,0,0,NA,NA,NA,NA,NA,NA
2007,"2111102","São João dos Patos","MA","Sociedade de economia mista com administracao publica",29214,NA,19226,2637,921,1763,NA,NA,NA,996926.42,996926.42,NA,1056715.55,821292,0,0,0,NA,NA,NA,NA,NA,NA
2007,"2111201","São José de Ribamar","MA","Sociedade de economia mista com administracao publica",NA,NA,52699,NA,NA,NA,NA,NA,NA,1273636,1273636,NA,0,946833,77192,0,79988,NA,NA,NA,NA,NA,NA
2009,"2111532","São Pedro da Água Branca","MA","Sociedade de economia mista com administracao publica",7753,NA,10179,652,256.3,211.31,NA,NA,NA,289895.88,289895.88,NA,447244.44,80151.53,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2112605","Urbano Santos","MA","Sociedade de economia mista com administracao publica",6916,NA,17374,787.33,201.94,475.34,NA,NA,NA,271829.47,271829.47,NA,164143.38,223655.46,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2207207","Padre Marcos","PI","Sociedade de economia mista com administracao publica",2236,NA,2358,356,185.25,117.57,NA,NA,NA,334505.25,334505.25,NA,392397.7,56369.65,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2207702","Parnaíba","PI","Sociedade de economia mista com administracao publica",131743,NA,138458,16322.6,5896.6,11398.28,NA,NA,NA,14115152.88,14115152.88,NA,15017336.85,3548391.76,544720.46,1534151.72,3209527.62,NA,NA,NA,NA,NA,NA
2011,"2209203","Santa Filomena","PI","Sociedade de economia mista com administracao publica",1407,NA,3547,216,26.73,1.9,NA,NA,NA,122140.42,122140.42,NA,151303.13,927.71,0,0,0,NA,NA,NA,NA,NA,NA
2011,"2210904","Socorro do Piauí","PI","Sociedade de economia mista com administracao publica",1593,NA,1625,160.59,81.86,127.5,NA,NA,NA,172027.3,172027.3,NA,178290.7,56870.54,0,0,0,NA,NA,NA,NA,NA,NA
2010,"2210938","Sussuapara","PI","Administracao publica direta",4432,NA,1582,470,0,NA,NA,NA,NA,0,0,NA,0,150000,110000,0,110000,NA,NA,NA,0,0,0
2014,"2900306","Acajutiba","BA","Sociedade de economia mista com administracao publica",14257,NA,13659,948.92,570.03,630.73,NA,NA,NA,1380729.38,1380729.38,NA,1486019.39,47825.37,2477564.65,0,2756065.23,NA,NA,NA,NA,NA,NA
2012,"2901155","América Dourada","BA","Sociedade de economia mista com administracao publica",14208,NA,10833,528.29,536.83,1399.81,NA,NA,NA,1066854.07,1066854.07,NA,1080314.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"2903003","Barra do Mendes","BA","Sociedade de economia mista com administracao publica",10139,NA,6223,419.3,433.6,1080.51,NA,NA,NA,957763.35,957763.35,NA,1062474.01,11018.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"2903276","Barrocas","BA","Sociedade de economia mista com administracao publica",11520,NA,6270,0,438.87,1470.01,NA,NA,NA,1065144.53,1065144.53,NA,1078814.56,363639.28,30025.58,0,33400.73,NA,NA,NA,NA,NA,NA
2014,"2903607","Biritinga","BA","Sociedade de economia mista com administracao publica",7074,NA,3738,759.69,299.69,883.43,NA,NA,NA,747647.61,747647.61,NA,702995.6,735284.6,18158.4,0,20199.57,NA,NA,NA,NA,NA,NA
2015,"2906204","Canarana","BA","Sociedade de economia mista com administracao publica",18827,NA,12557,900.12,803.2,2663.54,NA,NA,NA,2058823.63,2058823.63,NA,2171808.88,804580.4,253837.19,287047.51,872563.7,NA,NA,NA,1336879.4,0,1336879.4
2012,"2906600","Candiba","BA","Sociedade de economia mista com administracao publica",10397,NA,7795,445.97,443.02,1478.07,NA,NA,NA,965867.17,965867.17,NA,1070415.61,403273.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"2907905","Cipó","BA","Sociedade de economia mista com administracao publica",13085,NA,12079,637.34,595.34,299.21,NA,NA,NA,1739628.24,1739628.24,NA,1655259.89,70549.87,9052.64,0,26435.9,NA,NA,NA,NA,NA,NA
2014,"2908903","Coração de Maria","BA","Sociedade de economia mista com administracao publica",10065,NA,9747,266.83,333.64,624.39,NA,NA,NA,804510.82,804510.82,NA,857680.06,137816.16,107238.4,0,119292.96,NA,NA,NA,NA,NA,NA
2013,"2909604","Crisópolis","BA","Sociedade de economia mista com administracao publica",9072,NA,9209,349.4,413.92,270.61,NA,NA,NA,1029775.05,1029775.05,NA,1059312.77,58302.4,10582.17,0,22371.82,NA,NA,NA,NA,NA,NA
2016,"2911659","Guajeru","BA","Sociedade de economia mista com administracao publica",3472,NA,1660,143.44,147.49,249.13,NA,NA,NA,494465.41,494465.41,NA,662541.7,62915.8,21404.29,2617.87,28615.31,NA,NA,NA,0,0,0
2012,"2912707","Ibirapitanga","BA","Sociedade de economia mista com administracao publica",12224,NA,6186,526.92,497.54,381.51,NA,NA,NA,1068351.02,1068351.02,NA,1039169.96,89777.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"2913101","Ibititá","BA","Sociedade de economia mista com administracao publica",18455,NA,8753,931.9,804.05,2756.6,NA,NA,NA,2033971.33,2033971.33,NA,2138013.07,805312.13,321.68,363.76,872.14,NA,NA,NA,0,0,0
2014,"2913309","Ichu","BA","Sociedade de economia mista com administracao publica",4453,NA,4026,208.81,208.62,100.15,NA,NA,NA,440997.82,440997.82,NA,508478.32,37915.16,13137.11,0,14613.84,NA,NA,NA,NA,NA,NA
2016,"2913457","Igrapiúna","BA","Sociedade de economia mista com administracao publica",4424,NA,4578,219.88,200.91,90.04,NA,NA,NA,646660.38,646660.38,NA,702811.25,27333.99,2008.87,1842.04,4989.47,NA,NA,NA,0,0,0
2015,"2913705","Inhambupe","BA","Sociedade de economia mista com administracao publica",23007,NA,17620,856.76,998.56,1242.01,NA,NA,NA,2728092.74,2728092.74,NA,2804663.59,401940.5,2980.26,3370.17,8080.19,NA,NA,NA,0,0,0
2016,"2919009","Lajedinho","BA","Sociedade de economia mista com administracao publica",2648,NA,1275,140.7,114.16,400.59,NA,NA,NA,313017.78,313017.78,NA,309532.84,116491.87,4547.86,4170.16,11295.6,NA,NA,NA,0,0,0
2014,"2919009","Lajedinho","BA","Sociedade de economia mista com administracao publica",2498,NA,1263,145.72,104.2,382.79,NA,NA,NA,228784.24,228784.24,NA,244012.61,99532.17,9656.52,0,10742,NA,NA,NA,NA,NA,NA
2015,"2919801","Macaúbas","BA","Sociedade de economia mista com administracao publica",2441,NA,16463,87.64,97.12,142.48,NA,NA,NA,254033.4,254033.4,NA,257021.3,200869.15,19653.35,22224.66,53284.91,NA,NA,NA,0,0,0
2014,"2920106","Mairi","BA","Sociedade de economia mista com administracao publica",12064,NA,11585,328.84,354.3,467.08,NA,NA,NA,1131779.85,1131779.85,NA,1171478.24,196642.87,38495.5,0,46371.33,NA,NA,NA,NA,NA,NA
2013,"2924058","Pé de Serra","BA","Sociedade de economia mista com administracao publica",9090,NA,5447,285.34,397.21,333.69,NA,NA,NA,787325.82,787325.82,NA,800680.05,44830.85,11142.5,0,22956.89,NA,NA,NA,NA,NA,NA
2016,"2925006","Planalto","BA","Sociedade de economia mista com administracao publica",18855,NA,16243,813.82,802.55,1296.8,NA,NA,NA,2359925.52,2359925.52,NA,2236549.23,315974.67,21031.47,28248.82,58411.05,NA,NA,NA,0,0,0
2015,"2925204","Pojuca","BA","Sociedade de economia mista com administracao publica",29941,NA,32220,1664.61,1322.99,1299.22,NA,NA,NA,4836361.8,4836361.8,NA,4913192.68,407937,12502.9,14138.7,33898.34,NA,NA,NA,0,0,0
2012,"2925253","Ponto Novo","BA","Sociedade de economia mista com administracao publica",15524,NA,8289,765.75,652,495.29,NA,NA,NA,1217081.18,1217081.18,NA,1613471.67,64759.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"2925600","Presidente Dutra","BA","Sociedade de economia mista com administracao publica",14629,NA,9635,724.59,679.55,2164.26,NA,NA,NA,1625413.87,1625413.87,NA,1600487.76,373548.69,405567.82,0,446123.03,NA,NA,NA,NA,NA,NA
2016,"2930402","Serra Preta","BA","Sociedade de economia mista com administracao publica",9211,NA,7266,505.15,398.19,1265.07,NA,NA,NA,1232570.01,1232570.01,NA,1048450.52,519695.25,344.9,316.26,856.64,NA,NA,NA,0,0,0
2012,"2930766","Sítio do Quinto","BA","Sociedade de economia mista com administracao publica",8472,NA,4900,296.3,341.1,332.01,NA,NA,NA,603851.58,603851.58,NA,631668.27,101083.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"2931103","Tanquinho","BA","Sociedade de economia mista com administracao publica",7220,NA,6100,433.44,314.25,460.32,NA,NA,NA,899216.5,899216.5,NA,956163.65,356144.19,0,0,56.89,NA,NA,NA,0,0,0
2012,"2103604","Coroatá","MA","Sociedade de economia mista com administracao publica",1397,NA,43695,2092.44,552.48,169.78,NA,NA,NA,48.02,48.02,NA,57.11,0,0,0,0,NA,NA,NA,NA,NA,NA
2014,"2200301","Alto Longá","PI","Sociedade de economia mista com administracao publica",4376,NA,6872,280.93,221.68,185.62,NA,NA,NA,564956.47,564956.47,NA,657528.69,82371,0,0,0,NA,NA,NA,0,0,0
2015,"2200707","Anísio de Abreu","PI","Sociedade de economia mista com administracao publica",6086,NA,4750,346.51,250.41,469.38,NA,NA,NA,574588.84,574588.84,NA,550990.05,235874.42,0,0,0,NA,NA,NA,0,0,0
2015,"2201101","Avelino Lopes","PI","Sociedade de economia mista com administracao publica",7873,NA,6936,578.37,322.07,265.51,NA,NA,NA,828823.08,828823.08,NA,831337.56,117689.88,0,0,0,NA,NA,NA,0,0,0
2015,"2201408","Barro Duro","PI","Sociedade de economia mista com administracao publica",6107,NA,5027,437.58,272.12,326.5,NA,NA,NA,728212.81,728212.81,NA,731368.27,170196.93,0,0,0,NA,NA,NA,0,0,0
2015,"2202059","Cabeceiras do Piauí","PI","Sociedade de economia mista com administracao publica",2188,NA,1723,148.49,95.9,211.41,NA,NA,NA,253895.81,253895.81,NA,282075.54,116276.2,0,0,0,NA,NA,NA,0,0,0
2014,"2205607","Landri Sales","PI","Sociedade de economia mista com administracao publica",3694,NA,3935,438.96,219.04,230.23,NA,NA,NA,597856.29,597856.29,NA,597543.49,101911.51,0,0,0,NA,NA,NA,0,0,0
2014,"2206100","Matias Olímpio","PI","Sociedade de economia mista com administracao publica",4755,NA,4897,1291.89,278.86,366.01,NA,NA,NA,592660.25,592660.25,NA,622256.2,172150.34,0,0,0,NA,NA,NA,0,0,0
2015,"2209005","Rio Grande do Piauí","PI","Sociedade de economia mista com administracao publica",4771,NA,4131,255.35,227.24,238.13,NA,NA,NA,656879.4,656879.4,NA,627297.8,120735.67,0,0,0,NA,NA,NA,0,0,0
2015,"2209351","Santana do Piauí","PI","Sociedade de economia mista com administracao publica",2099,NA,1792,160.02,101.09,226.4,NA,NA,NA,285729.56,285729.56,NA,243674.56,133418.35,0,0,0,NA,NA,NA,0,0,0
2003,"2900900","Almadina","BA","Sociedade de economia mista com administracao publica",NA,NA,4961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2902005","Aracatu","BA","Sociedade de economia mista com administracao publica",NA,NA,3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"2904753","Buritirama","BA","Autarquia",8076,NA,7020,254.3,200.06,91.16,NA,NA,NA,240165.2,240165.2,NA,306089.02,29762.73,27190.75,0,87690.75,NA,NA,NA,NA,NA,NA
2003,"2910750","Fátima","BA","Sociedade de economia mista com administracao publica",NA,NA,6409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"2911006","Floresta Azul","BA","Sociedade de economia mista com administracao publica",NA,NA,7082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"2911204","Gandu","BA","Autarquia",30755,NA,22179,1254.4,1123.2,NA,NA,NA,NA,673337.55,673337.55,NA,673337.55,119595.97,82939.44,NA,97575.81,NA,NA,NA,NA,NA,NA
